asin	val	productGroup	brand
B0090Z3SPU	299	Speakers	Bose
B0091DR5DC	97.99	Speakers	Pyle
B0091TA5EW	72.0033333333333	Speakers	beyerdynamic
B0094R2GOI	39.35	Speakers	Sennheiser
B0094R2HZQ	36.49	Speakers	Sennheiser
B0094R4150	37.32	Speakers	Sennheiser
B0094R4POC	35.99	Speakers	Sennheiser
B0094R4Q6Y	46.43	Speakers	Sennheiser
B00965HLFW	370.34	Speakers	Monster
B00965J7HM	682.085	Speakers	Sony
B0096T7TQE	31.3966666666667	Speakers	JBL
B0097JLQVC	7.3	Speakers	Monoprice
B0097OUANC	125.38	Speakers	Microlab
B0098FAH7O	159.175	Speakers	JBL
B0098QQOMK	74.05	Speakers	Acoustic Research
B009APBWD0	18.75	Speakers	Sakar
B009AYLDSU	39.97	Speakers	JBL
B009AZSYC2	149	Speakers	JBL
B009B0RK3K	299.95	Speakers	JBL
B009C3CHIY	151.99	Speakers	Pyle
B009C3CJAK	157.94	Speakers	Pyle
B009CP99GK	69.99	Speakers	Antec Mobile Products
B009DJEKJG	128.83	Speakers	Tivoli Audio
B009EIUH6G	129.99	Speakers	Logitech
B009ES68P0	127.69	Speakers	Sennheiser
B009GLX6X2	36.62	Speakers	Supersonic
B009GUQZ9U	93.05	Speakers	Monoprice
B009HB2USI	599.99	Speakers	Harman Kardon
B009HL556M	99.99	Speakers	Monster
B009HL5594	49.99	Speakers	Monster
B009HQTORS	53.49	Speakers	Sennheiser
B009IKCE5C	57.5	Speakers	JBL
B009IKCHU4	73.68	Speakers	JBL
B009IUIV4A	58.91	Speakers	Micca
B009JBZFVK	343.49	Speakers	Onkyo
B009KNO1IU	199.95	Speakers	AKG
B009KOTNA0	142	Speakers	AKG
B009LH9SMO	177.95	Speakers	Wirezoll
B009OBCAW2	11.7266666666667	Speakers	HomeSpot
B009OCBBGW	115.12	Speakers	Sangean
B009QSMRG2	499.98	Speakers	Bowers & Wilkins
B009QV15DU	204.49	Speakers	Sennheiser
B009RXUCDG	39.99	Speakers	Skullcandy
B009RYPLRC	42.37	Speakers	iLuv
B009S8QP90	120.99	Speakers	SOL REPUBLIC
B009WNUB3M	33.78	Speakers	JLAB
B009WVN85C	199	Speakers	Polk Audio
B009YP274O	7.34	Speakers	TD
B00A1VSO9W	105.31	Speakers	Phiaton
B00A44RLWC	50.02	Speakers	JLAB
B00A4A3SNW	275.955	Speakers	Harman Kardon
B00A6HL5OM	23	Speakers	Jensen
B00A6THUHQ	101.77	Speakers	Acoustic Audio by Goldwood
B00A755TIQ	49.95	CE	Polk Audio
B00A8EIO2E	224.1	Speakers	Onkyo
B00AAFD0O8	67.24	Speakers	Philips
B00AAHTQ30	69.95	Speakers	Monster
B00ADP2O74	99	Speakers	Vers Audio
B00AEMGGU2	699	Speakers	Sonos
B00AERGRXS	44.22	Speakers	Philips
B00AF56QA8	144.43	Speakers	Pyle
B00AIGZ72C	83.98	Speakers	H2O Audio
B00AJD0H6K	39.35	Speakers	X-1 Audio
B00AJD0H88	43.75	Speakers	X-1 Audio
B00AJD0H8I	35.65	Speakers	X-1 Audio
B00AKEE2O6	101	Speakers	Philips
B00AN8T1LI	88.99	Speakers	AT&T
B00ANSXRN6	20.14	Speakers	Polaroid
B00APOQETM	47.8	Speakers	Grundig
B00AQ2BRXQ	39.99	Speakers	Eton
B00AWLEAH6	79.76	Speakers	HiFiMAn Electronics
B00AWRD0S0	43.74	Speakers	Jensen
B00AWRPIWQ	78.11	Speakers	JBL
B00AWTW480	498.99	Speakers	JBL
B00AY98USQ	35.38	Speakers	E-ONSALE
B00AZW2YI4	60	Speakers	Craig Electronics
B00AZW2YKC	64.54	Speakers	Craig Electronics
B00B1NN16U	129.99	Speakers	SOL REPUBLIC
B00B1NN1L0	159	Speakers	SOL REPUBLIC
B00B2A3GRG	7.45	Speakers	Generic
B00B2G3R5G	150.71	Speakers	Sony
B00B3QD94O	205.71	Speakers	Philips
B00B3ZB9A6	33.69	Speakers	ECO Sound Engineering
B00B4RCHWW	87.93	Speakers	Sennheiser
B00B5448H6	45.4	Speakers	SimplyVibe
B00B71FJV6	98.22	Speakers	Braven
B00B79CEYI	41.57	Speakers	NuForce
B00B7X2OV2	449.99	Speakers	Denon
B00B7X2OW6	273.21	Speakers	Denon
B00B7XYXA2	85.27	Speakers	Sangean
B00B812KBM	549	Speakers	Yamaha Audio
B00B8PRRTI	67.92	Speakers	Eton
B00B8PRRTS	76.35	Speakers	Eton
B00B8QCMHY	9	Speakers	Monoprice
B00B981F1U	379.95	Speakers	Yamaha Audio
B00B9AB26G	18.88	Speakers	Sound Design
B00BAOX6C4	190.505	Speakers	Panasonic
B00BAQJ94Q	229.89	Speakers	Klipsch
B00BAQKWIS	149.99	Speakers	Soundfreaq
B00BB5WC8Q	19.95	Speakers	Sangean
B00BBQDDXS	172.59	Speakers	Monster
B00BCA40S0	34.66	Speakers	Jensen
B00BCA4116	46.8	Speakers	Jensen
B00BCSYZSW	31.55	Speakers	iLive
B00BCSYZTQ	72.99	Speakers	iLive
B00BCSYZZA	42.52	Speakers	iLive
B00BDRX7ZE	24.88	Speakers	Sound Design
B00BDS079W	41.7266666666667	Speakers	Sound Design
B00BEPFDOS	141.99	Speakers	Crosley
B00BGZVI9K	106.05	Speakers	SOL REPUBLIC
B00BHC7ZTE	201.98	Speakers	Sony
B00BI22U3O	248	Speakers	Sony
B00BIP816Q	18.99	Speakers	Samsung
B00BJ17WKK	28.78	Speakers	V-MODA
B00BKXCKP4	189.99	Speakers	Pioneer
B00BKXCKPY	396.81	Speakers	Pioneer
B00BKXCKRC	612.995	Speakers	Pioneer
B00BLCLURI	122.14	Speakers	Sony
B00BLCLVBS	68	Speakers	Sony
B00BLG5CSC	14.94	Speakers	Philips
B00BLG5CSM	12.01	Speakers	Philips
B00BLGUKEI	272.135	Speakers	Onkyo
B00BLGUKFC	491.25	Speakers	Onkyo
B00BOZGRZC	502.415	Speakers	Yamaha Audio
B00BOZGSQ0	699.95	Speakers	Yamaha Audio
B00BQ4HR9Q	79.99	Speakers	Sony
B00BQ4HRG4	128.42	Speakers	Sony
B00BQ4HRL4	99.99	Speakers	Sony
B00BQ5RV00	85.42	Speakers	Pyle
B00BQ5RY1G	349.67	Speakers	Logitech
B00BQ5RYI4	129.99	Speakers	Logitech
B00BQ8R76K	94.56	Speakers	Philips
B00BQHCCQQ	536.45	Speakers	Yamaha Audio
B00BQME3P4	129.85	Speakers	Pyle
B00BQO4UXW	50.19	Speakers	Pyle
B00BQO56Z8	56.5566666666667	Speakers	Pyle
B00BQONU0G	113.12	Speakers	Pyle
B00BQOO3XO	138	Speakers	Pyle
B00BSWZWM0	79.99	Speakers	Noontec
B00BSXRBGE	69.985	Speakers	NoiseHush
B00BTYOL38	149.95	Speakers	Polk Audio
B00BW0X6C6	655.155	Speakers	Yamaha Audio
B00BW0X6E4	749.95	Speakers	Yamaha Audio
B00BW0X6EE	369.955	Speakers	Yamaha Audio
B00BYRPMD8	31.356	Speakers	Jam
B00BYRPMJC	39	Speakers	Jam
B00BZ9I868	170.85	Speakers	Theater Solutions
B00C2M72A0	127.99	Speakers	Sabrent
B00C2MQSDC	169	Speakers	LiteFuze
B00C2N3DTI	124.98	Speakers	Sabrent
B00C3NS3QU	229	Speakers	Sound Appeal
B00C5AWES4	51.42	Speakers	Memorex
B00C5CMUM2	42.86	Speakers	Memorex
B00C6OSZKK	199.99	Speakers	Bowers & Wilkins
B00C96CAZQ	20.77	Speakers	Philips
B00C9U6YIG	26.59	Speakers	Westinghouse
B00CAAJDP6	599.99	Speakers	Sony
B00CAAQHBE	403.72	Speakers	Sony
B00CAB5ZKC	27.62	Speakers	SOL REPUBLIC
B00CAJOOWE	44.01	Speakers	Philips
B00CAJOTNI	100.51	Speakers	Philips
B00CAJOW9E	44.13	Speakers	Alphasonik
B00CBD65WG	11.89	Speakers	NIZHI
B00CCIKJT0	59.99	Speakers	Audiovox
B00CD1FB26	249.95	Speakers	Bose
B00CDGSNL2	34.99	Speakers	Jam
B00CDGSOG6	36.93	Speakers	Jam
B00CHHCBVK	191.43	Speakers	Polk Audio
B00CIHAJ40	76.88	Speakers	it.innovative technology
B00CILJB0E	999	Speakers	Onkyo
B00CKHGB3Q	399.99	Speakers	Teac
B00CKNOYWK	99	Speakers	NHT Audio
B00CL3TAOQ	77.79	Speakers	Audio-Technica
B00CLXO14K	599.99	Speakers	Onkyo
B00CLY1WPU	50.34	Speakers	ROCKSTONE POWER
B00CM2RYYE	13.68	Speakers	Philips
B00CM35YQS	56.12	Speakers	Naxa Electronics
B00CMNZ01C	298.995	Speakers	Sony
B00CMNZH1A	261.383333333333	Speakers	Harman Kardon
B00CMNZHEC	351.783333333333	Speakers	Harman Kardon
B00CMVE2AO	31.54	Speakers	Mount-It!
B00CN45XHG	229.95	Speakers	Yamaha Audio
B00CNZP8AM	73.225	Speakers	Creative
B00COGA87I	29	Speakers	Craig
B00CORRXTS	84.75	Speakers	Crosley
B00COS4WGY	94.3825	Speakers	Crosley
B00CP7SWII	17.06	Speakers	XBOOM
B00CROTNGO	34.9	Speakers	Axess
B00CRPF0OM	57.79	Speakers	Axess
B00CS4X8S2	999	Speakers	Marantz
B00CS58LKG	61.97	Speakers	Supersonic
B00CSLT3SY	59.95	Speakers	Durherm
B00CTSOISQ	74.99	Speakers	iLuv
B00CU1VE70	59	Speakers	NuForce
B00CXMFP30	60.65	Speakers	Rock Steady
B00CXVM61A	14.99	Speakers	XO Vision
B00CYBOUO0	299.99	Speakers	KEF
B00CZ54VVM	49.52	Speakers	MEE audio
B00CZ6WE3S	201.1	Speakers	Pyle
B00D1VX2HS	652.88	Speakers	Yamaha Audio
B00D42A16E	249	Speakers	Bose
B00D42AESY	44.95	Speakers	Bose
B00D4MPZLK	49.99	Speakers	MEE audio
B00D4MQ06E	599	Speakers	Pioneer
B00DBA856W	169.49	Speakers	it.innovative technology
B00DCEOPH0	9.99	Speakers	Ematic
B00DCEPKJ2	34.99	Speakers	Memorex
B00DE14T9U	138.02	Speakers	Cowon
B00DHSIBUS	30.97	Speakers	Sylvania
B00DJUXO9C	84.62	Speakers	Flips Audio
B00DM5F19A	198	Speakers	Sony
B00DOGD7PW	20.98	Speakers	JLAB
B00DP5NH5C	76.09	Speakers	Micca
B00DTWHQUS	113.01	Speakers	Noontec
B00DTZNCCQ	64.95	Speakers	Supersonic
B00DU6RY5K	24.62	Speakers	Pyle
B00DV7AH1Q	69.99	Speakers	Jensen
B00DVEFKAW	17.54	Speakers	XO
B00DWGHUFM	71.02	Speakers	Griffin Technology
B00DYSKWEO	12.96	Speakers	Binatone Wireless
B00DZ4J1OY	41.62	Speakers	Visual Land
B00DZI8UF6	23.02	Speakers	Hello Kitty
B00DZIQRXI	49.27	Speakers	Sennheiser
B00DZLSRJC	6.89	Speakers	HUACAM
B00DZSYEQ0	214.09	Speakers	RCA
B00E3AKF1C	209.99	Speakers	BYL
B00E3AKFA8	1152.97	Speakers	Sony
B00E3VLB28	47.95	Speakers	iHome
B00E4JWL50	299.95	Speakers	TV Ears Inc
B00E4WSPBG	299	Speakers	Peachtree Audio
B00E5HXJEI	49.64	Speakers	JLAB
B00E952W12	24.99	Speakers	Zipbuds
B00E952W3A	37.65	Speakers	Zipbuds
B00E9YIFKA	50.12	Speakers	Logitech
B00EA9EV0C	57.99	Speakers	Jensen
B00EBZAQ36	25.22	Speakers	JLAB
B00ECQUY2M	93	Speakers	Sony
B00ED53MTY	49.39	Speakers	Tenqa
B00EE18LRU	599	Speakers	Onkyo
B00EE18O7W	149	Speakers	Onkyo
B00EEJZFPI	43.75	Speakers	Pyle
B00EEJZG34	64.27	Speakers	Pyle
B00EH5TWT4	79.99	Speakers	TDK Life on Record
B00EHBPF6W	259.99	Speakers	Pioneer
B00EIF0E0Y	282.605	Speakers	Yamaha Audio
B00EIF0E2M	219.58	Speakers	Yamaha Audio
B00EKJQLSC	349	Speakers	Onkyo
B00ELAIHDM	280.08	Speakers	beyerdynamic
B00ELAM8M8	81.1	Speakers	RHA
B00ELPIWIC	15.6	Speakers	Sakar
B00EOZFUYI	207.04	Speakers	Monoprice
B00EPDMDZ8	1499.99	Speakers	KEF
B00EPWZXLA	38.83	Speakers	Outdoor Technology
B00EQZPA5A	17.77	Speakers	Vibe Sound
B00ESW4JTY	65.88	Speakers	Soundfreaq
B00EURR3SQ	62.99	Speakers	Craig Electronics
B00EUSMS8K	99.03	Speakers	Outdoor Technology
B00EXTVPOE	379	Speakers	Denon
B00EYXLX82	109.95	Speakers	Frisby
B00EZGB4GO	98	Speakers	Sony
B00EZGB4J6	149.99	Speakers	Sony
B00EZJR9RE	113.99	Speakers	Crosley
B00EZJR9RO	119.9	Speakers	Crosley
B00EZSUS1E	44.34	Speakers	Soul Electronics
B00EZSUT3Q	191.34	Speakers	Soul Electronics
B00F0H88AC	599.99	Speakers	Yamaha Audio
B00F0UFUHI	101.18	Speakers	Sony
B00F3JCR4A	24.99	Speakers	Supersonic
B00F3JM9RA	21.98	Speakers	Supersonic
B00F49A36I	15.22	Speakers	Supersonic
B00F4I6CO6	40	Speakers	Axess
B00F6OV6LM	99.99	Speakers	Phiaton
B00F6PRSMW	349.98	Speakers	Bowers & Wilkins
B00F8JEJKK	129.446666666667	Speakers	turelar
B00F9HTX7U	899.95	Speakers	Harman Kardon
B00FA4UC2M	249	Speakers	Grain Audio
B00FAYFDYE	74.41	Speakers	Yurbuds
B00FBNA6Z0	193.155	Speakers	Polk Audio
B00FBQ84F6	499	Speakers	Emotiva Audio
B00FE8WMDG	63.05	Speakers	Ematic
B00FF1VCW4	289	Speakers	Bose
B00FFH4O9Q	177.2	Speakers	Klipsch
B00FFZD8I6	99.99	Speakers	Skullcandy
B00FGLTYEG	2522.385	Speakers	Bose
B00FJV0FFK	510.635	Speakers	Yamaha Audio
B00FJWKZP4	111.03	Speakers	Lepai
B00FOVVKYK	246.475	Speakers	Harman Kardon
B00FRKOG3K	99.99	Speakers	Klipsch
B00FSKQNEY	499.95	Speakers	Harman Kardon
B00FU4X882	499.95	Speakers	Harman Kardon
B00FX8RH4G	299	Speakers	Emotiva Audio
B00FX9WJNO	12.99	Speakers	Solid Cordz
B00FXRZZA0	21.31	Speakers	Quirky
B00G5CKH6O	248.745	Speakers	Definitive Technology
B00GIYYVO8	149	Speakers	RCA
B00GKEAQ2M	49.99	Speakers	TaoTronics
B00GO8NOU0	79.95	Speakers	JBL
B00GOPDCJ6	59.99	Speakers	Philips
B00GR3FMXE	30.3	Speakers	Ivation
B00GT36MGI	239.99	Speakers	Bowers & Wilkins
B00GUTY132	59.99	Speakers	AmazonBasics
B00GUTY3DK	29.99	Speakers	AmazonBasics
B00GWGZFK6	285.99	Speakers	Razer
B00GXXSI9I	599	Speakers	Denon
B00GXYNVNA	13.33	Speakers	NIZHI
B00GYFLO14	133.8	Speakers	SOL REPUBLIC
B00H28SFBO	14.99	Speakers	Ematic
B00HCA6VHM	187	Speakers	TV Ears Inc
B00HG789HQ	48.34	Speakers	Life n Soul
B00HMRDKO2	39.99	Speakers	Rokit Boost
B00HWSXVDG	299	Speakers	Bose
B00HXIYIE6	224.97	Speakers	Yamaha Audio
B00HZE2WW8	199.95	Speakers	Yamaha Audio
B00HZN1WXE	213.55	Speakers	Grace Digital
B00I053I5G	248	Speakers	Sony
B00I0MKMBW	20.75	Speakers	Pyle
B00I59VBH4	20	Speakers	AmazonBasics
B00I5QBPVY	419	Speakers	Harman Kardon
B00I8S83JG	149.99	Speakers	Philips
B00I8SQJKG	48.99	Speakers	Axess
B00I8SSFH6	49.71	Speakers	Axess
B00I8Y6V9E	16.235	Speakers	TotalMount
B00I9HC50O	136.99	Speakers	Grace Digital
B00IAKLM54	176.94	Speakers	Logitech
B00IAYI938	79.88	Speakers	Acoustic Audio by Goldwood
B00IBINI7K	92.21	Speakers	Acoustic Audio by Goldwood
B00IE5C6LO	42.95	Speakers	SEIKI
B00IF70T4M	30.46	Speakers	1 BY ONE
B00IF70TSI	19.99	Speakers	1byone
B00IFXCM5A	29.99	Speakers	EasyAcc
B00IJSAYJW	198.99	Speakers	Pyle
B00IJSBHN4	20.62	Speakers	Sylvania
B00ILCRZRK	349.95	Speakers	Yamaha Audio
B00ILCS11E	449.95	Speakers	Yamaha Audio
B00ILCS164	799.95	Speakers	Yamaha Audio
B00ILCS182	369.95	Speakers	Yamaha Audio
B00INEG8W4	49.87	Speakers	Sony
B00IQ0SE22	499	Speakers	Onkyo
B00ISIG6PY	90.99	Speakers	Bose
B00ISRUFXY	96.425	Speakers	BlueAnt
B00IUICOR6	119.95	Speakers	Bose
B00IVI3P64	129.92	Speakers	Philips
B00IWQREE4	287.54	Speakers	Sony
B00IWQREMQ	382.32	Speakers	Sony
B00IWQREOE	298	Speakers	Sony
B00J30GXW2	198	Speakers	Sony
B00J356C0K	306.85	Speakers	Sony
B00J3O9DYI	60.84	Speakers	Philips
B00J5CHXRW	444.99	Speakers	Denon
B00JC31SEI	598	Speakers	Sony
B00JC31SGG	349	Speakers	Sony
B00JPJ33MO	599	Speakers	Onkyo
B00JQAFNW0	698	Speakers	Sony
B00JQO13K2	628.96	Speakers	Bose
B00JQO1410	99	Speakers	Bose
B00JR6GJLW	229.99	Speakers	Denon
B00JRTMOGS	339.0425	Speakers	Denon
B00JST4TLA	65.15	Speakers	Naxa Electronics
B00JST4VHW	114.62	Speakers	TDK Life on Record
B00JWV1M3W	49.99	Speakers	Rokit Boost
B00L26YDA4	36.24	Speakers	Sabrent
